okay|0kkay
year's|yr's
years|yrs
assume|ysm
yesterday's|ystrday's
yet|yt
yesterday|ytday
you|yu
you|yuh
you|yuhh
yummy|yumm
yummy|yummm
yum|yummmm
yum|yummmmm
yummy|yummmy
youngest|yungest
yes|yup
yes|yupi
yes|yupp
yes|yuppp
your|yur
yes|yussssssss
cute|yute
you|yuu
yes|yuup
up|yuuup
yes|yuuup
year|yy
age|yyj
why|yyy
yes|yyz
zimbabwe|zim
zion|zionnnnn
doing|zooin
thanks|10x
to|2
quit|21
today|2day
easy|ez
tomorrow|2m
tomorrow|2mm
tomorrow|2moro
tomorrow|2moz
tomorrow|2mro
tomorrow|2mrw
tonight|2nite
tonight|2nyt
forever|4e4
forever|4eva
forever|4ever
forget|4get
fine|5n
nigeria|9ja
alright|a'ight
about|aboot
abbreviation|abreev
absent|absnt
about|abt
about|abwt
account|acc
account|acct
acknowledged|ack
address|addy
administrator|admin
assface|af
again|agn
alright|aight
alright|aightz
alright|aite
alright|alrite
alright|alrt
alright|alryt
animate|anim8
anonymous|anon
another|anuda
anyways|anw
anyone|any1
anyways|anywaz
apocalypse|apoc
application|app
appointment|appt
appreciate|aprece8
appreciate|apreci8
are|ar
around|arnd
bothered|arsed
afternoon|arvo
atlanta|atl
attention|attn
avatar|avie
avatar|avtr
avatar|avvie
avatar|avy
awesome|awes
awkward|awk
awesome|awsm
awesome|awsome
alright|ayte
asian|azn
banned|b&
birthday|b'day
because|bcuz
birthday|bday
because|b/c
because|b/cos
background|b/g
between|b/t
between|b/w
boot|b00t
broken|b0rked
be|b3
before|b4
bait|b8
batteries|b82rez
batteries|b8rez
banned|b@
baby|babi
bye|bai
back|bak
back|bakk
balls|balz
baby|bbe
baby|bbi
baby|bby
babes|bbz
because|bc
back|bck
because|bcoz
because|bcuz
birthday|bd
birthday|bday
before|be4
baby|bebe
because|becuse
because|becuz
kisses|besos
better|bettr
boob|bewb
boobs|bewbs
boobs|bewbz
boot|bewt
boyfriend|bf
boyfriend's|bf's
boyfriends|bfs
background|bg
bye|bii
neighborhood|bitz
business|biz
busy|bizi
blowjob|bj
back|bk
believe|bleve
blog|blg
jewelry|bling
blowjob|blj
blowjob|bljb
black|blk
blue|blu
been|bn
being|bng
banner|bnr
boy|boi
boner|bonr
bored|bord
about|bout
bothered|bovered
about|bowt
box|boxor
bathroom|br
brother|brah
bored|brd
break|brk
brother|bro
brothers|bros
brother|broseph
brother|brover
brother|bruh
brother|bruhh
brother|bruv
brother|bruva
brothers|bruz
bisexual|bsx
beautiful|btfl
bottom|btm
better|btr
between|btwn
bye|bubi
bucket|bukket
busy|buszay
buttsex|but6
good-bye|byeas
busy|bz
buisness|bzns
busy|bzy
busy|bzzy
see|c
sleepy|c-p
canonicalization|c14n
cat|c@
camera|cam
cigarette|cancer
sex|cex
sexy|cexy
congratulations|cg
chat|ch@
champions|champs
character|char
cheeseburger|cheezburger
chick|chik
relaxing|chillin
check|chk
character|chr
marijuana|chronic
you|chu
cigarette|cig
cigarettes|cigs
seeing|cing
clanless|cless
combo|cmbo
complicated|cmplcdd
complete|cmplte
computer|cmptr
comment|cmt
can|cn
can't|cnt
coming|comin'
coming|comin
comment|comnt
computer|comp
computer|compy
congratulations|congrats
contribution|contrib
contributions|contribs
conversation|convo
cool|coo
could|cood
because|cos
cigarette|cowboy
because|coz
captain|cptn
computer|cpu
copy|cpy
crate|cr8
happening|crakalakin
creator|cre8or
crap|crp
crazy|crzy
counter|cs
counter|cs 
control|ctrl
goodbye|cu
could|cud
could|culd
vagina|cunt
couple|cuple
cute|cut3
because|cuz
because|cuzz
goodbye|cya
cyber|cyb
cyber|cybr
disconnected|d/c
download|d/l
dude|d00d
date|d8
the|da
day|daii
that|dat
that's|dats
friend|dawg
database|db
disconnected|dc'd
dictionary|dctnry
dead|ded
details|deets
these|deez
definitely|def
definetly|defs
them|dem
there|der
dude|dewd
they|dey
dickhead|dh
penis|dick
dies|diez
difference|diff
dickhead|dikhed
didn't|din
didn't|din't
this|dis
download|dl
deathmatch|dm
don't|dnt
friend|dogg
doing|doin
doing|doin'
don't|dont
dude|dood
dudes|doodz
depressed|dprsd
druid|dr00d
dream|drm
druid|drood
decided|dsided
dumb|dum
don't|dun
duplicate|dupe
down|dwn
example|e.g.
education|edumacation
idiot|eedyat
idiot|eejit
help|ehlp
elite|el!t
hello|ello
hello|elo
them|em
emotional|emo
enough|enof
enough|enuf
enough|enuff
everquest|eq
here|ere
everything|errythang
everything|errythin
escape|esc
everyone|ev1
ever|eva
ever|evaa
ever|evaaa
ever|evar
everquest|evercrack
everyone|every1
even|evn
ever|evr
every|evry
everything|evrytin
experience|exp
hey|ey
eyes|eyez
easy|ez
easy|ezi
fooking|f'n
fooking|f-ing
face|f4c3
fate|f8
fine|f9
fat|f@
fabulous|fab
faggot|faggit
family|fam
masturbate|fap
masterbating|fapping
favorite|fav
favorite|fave
facebook|fbk
facebook|fcbk
featuring|feat
for|fer
for|ferr
faggot|fgt
fine|fi9
five|fiv
pictures|flicks
fancy|fnci
funny|fnny
funny|fny
follow|folo
phone|fone
fool|foo
for|fo`
kill|frag
killed|fragged
friend|fren
friends|frens
forgot|frgt
friday|fri.
freaking|friggin
freak|frk
from|frm
friend|frnd
friends|frnds
fast|fst
funny|funee
funny|funy
forward|fwd
foxy|fxe
girlfriend|g/f
go|g0
google|g00g13
gay|g3y
gate|g8
gay|g@y
gay|gai
gangster|gangsta
kill|gank
god|gawd
good|gd
grounded|gded
ghetto|geto
good|gewd
gay|gey
girlfriend|gf
graphics|gfx
gay|ghei
gay|ghey
guitar|gitar
give|giv
grandma|gma
going|gng
going|goin
gonna|gona
goodnite|good9
great|gr8
great|gr8t
congratulations|grats
congratulations|gratz
graphics|grfx
girl|grl
grumble|grmbl
beer|grog
girl|grrl
groovy|grvy
gangster|gsta
get|gt
getting|gtn
good|gud
good|gudd
girl|gurl
girls|gurlz
expert|guru
gay|gy
girl|gyal
however|h/e
homo|h/mo
homework|h/w
water|h2o
hey|h3y
hackers|h4kz0r5
hacks|h4x
hacker|h4x0r
hacker|h4xor
hacker|h4xr
hackers|h4xrz
hacker|h4xx0rz
hacker|h4xxor
hate|h8
hater|h80r
hater|h83r
hated|h8ed
hater|h8er
hater|h8r
hatred|h8red
hates|h8s
hate|h8t
hater|h8t0r
hater|h8t3r
hate|h8te
hater|h8tr
hello|hai
hate|hait
hammered|hammrd
have|hav
haven't|havnt
hot|hawt
hottie|hawtie
hacks|hax
hacker|hax0r
hacked|hax0red
hackers|hax0rz
hacker|haxer
hacker|haxor
hacking|haxoring
hackers|haxors
hackers|haxorz
hacker|haxxor
hacker|haxxzor
hacker|haxz0r
hacker|haxzor
haha|heh
very|hella
hey|heya
hate|heyt
hello|heyy
hello|heyya
hockeygod|hg
height|hght
hello|hi2u
height|hiet
hello|hiya
half-life|hl
hold|hld
hell|hll
hello|hlo
help|hlp
holy|hly
homework|hmewrk
homework|hmw
homework|hmwk
homework|hmwrk
hungry|hngry
home|hom
friend|homey
homosexual|homo
hot|hott
hello|howdey
hows|howz
happy|hppy
happy|hpy
hour|hr
here|hre
horny|hrny
hours|hrs
headshot|hs
hater|htr
husband|hubby
hugs|hugz
honey|hun
have|hv
have|hve
haven't|hvnt
homework|hw
homework|hwk
hardcore|hxc
alright|i8
idiot|id10t
idiot|idjit
idiot|idot
idiot|idyat
alright|ight
alright|iigh
alright|iight
idiot|ijit
into|in2
include|incld
increase|incrse
independent|indie
internet|inet
internet|intarwebs
intelligence|intel
internet|interweb
alright|ite
it's|itz
is|iz
jackoff|j/o
you|j00
your|j00r
jailbait|jb
jesus|jebus
semen|jizz
joking|jking
joking|jkn
jokes|jks
jokes|jkz
you|joo
juice|jooce
your|joor
just|jst
just|jsut
just|jus
just|juss
just|juz
just|juzt
jackoff|j/o
you|j00
your|j00r
jailbait|jb
jesus|jebus
semen|jizz
joking|jking
joking|jkn
jokes|jks
jokes|jkz
you|joo
juice|jooce
your|joor
just|jst
just|jsut
just|jus
just|juss
just|juz
just|juzt
ok|k
cool|k3wl
okay|kay
kilobite|kb
cool|kewel
cool|kewl
sneakers|kicks
killed|kiled
kitten|kitteh
ok|kk
kinky|kky
cool|kl
drunk|knackered
know|kno
know|knw
cool|koo
cool|kool
kiss|kss
kissed|kssd
cool|kuhl
cool|kul
cute|kute
cool|kuwl
quick|kwik
quit|kwit
quiz|kwiz
cool|kwl
elite|l337
elite|l33t
lamers|l4m3rz
late|l8
later|l8a
later|l8er
later|l8ers
laters|l8rs
later|l8rz
later|l8s
later|l8t
later|l8ta
later|l8ter
later|l8tr
laugh|laff
laptop|lappy
later|lata
later|lates
later|latr
lord|lawd
laser|lazer
laser|lazor
elite|lee7
elite|leet
legitimate|legit
like|leik
lesbian|lesbo
lesbian|lez
lesbian|lezbean
lesbian|lezbo
lesbian|lezzzie
like|liek
likes|liekz
like|lik
little|lil
live|liv
like|lk
like|lke
limited|lmtd
link|lnk
uncool|lofi
love|lov
loser|lozer
loser|lsr
later|ltr
love|luf
love|luff
look|luk
looking|lukin
love|lurve
love|luv
lover|luver
love|luvv
loser|luzar
love|lv
love|lve
level|lvl
loving|lvn
lover|lvr
life|lyf
life|lyfe
like|lyk
like|lyk3
like|lyke
laser|lzer
loser|lzr
microsoft|m$
okay|m'kay
makeout|m.o
maybe|m/b
me|m3
friends|m473s
friends|m473z
friend|m8
mates|m8s
mate|m8t
friends|m8t's
mine|m9
maybe|mabby
maybe|mabe
my|mah
my|mai
marvelous|marvy
masterbate|masterb8
masturbate|mastrb8
maybe|mayb
mate|mayte
mcdonalds|mcds
me|meeh
whatever|meh
message|messg
management|mgmt
yes|mhm
microphone|mic
minute|min
minutes|mins
miscellaneous|misc.
myself|miself
might|mite
ok|mkay
emily|mle
okay|mmmkay
management|mngmt
manager|mngr
eminem|mnm
motherboard|mobo
more|mor
tomorrow|moro
message|msg
messages|msgs
messenger|msngr
message|mssg
masturbator|mstrb8r
meeting|mtg
matter|mtr
empty|mty
mother|mudda
music|musiq
mother|mutha
mother|muvva
music|muzik
kiss|mwah
man|myke
mine|myn
myspace|myspce
and|n
any|ne
nevermind|n/m
nickname|n/n
newbie|n00b
newbies|n00bs
nudes|n00dz
news|n00s
into|n2
native|n8v
grenade|nade
no|nah
naturally|natch
no|naw
naughty|naw-t
not|nawt
no|naww
nobody|nbdy
and|nd
indian|ndn
any|ne
anyone|ne1
anything|nefing
naked|nekkid
anymore|nemore
anything|nethin
anything|nething
never|neva
never|nevah
never|nevar
never|nevarz
never|nevr
anyways|newais
anyway|neway
anyways|neways
anyways|newayz
anyways|newez
nipples|nips
night|nite
enjoy|njoy
naked|nkd
number|nmbr
enemy|nme
know|noe
no|noes
newbie|noobz0r
sex|nookie
nothing|notin
knowing|nowin
nope|npe
energy|nrg
nice|ns
nothing|nthg
nothing|nthin
nothing|nthn
nothing|ntn
new|nu
enough|nuff
nothing|nuffin
nothing|nufin
nothing|nutin
nothing|nuttin
envy|nv
nevermind|nvmd
never|nvr
nevermind|nvrm
next|nxt
anyone|ny1
anyway|nywy
oh|o
object|obj
obviously|obv
obviously|obvi
occupation|occ
often|of10
often|oftn
okay|ok
operator|op
orgasm|orgy
over|ova
owns|ownz
owned|ownzorz
out|owt
password|p/w
poop|p00p
penis|p33n
penis|p3n0r
penis|p3n15
penis|p3n1s
parents|parnts
probably|pbly
peace|pce
percent|pcent
penis|peanus
repost|pearoast
people|peeps
penis|pen0r
penis|pen15
penis|penor
people|peoples
pervert|perv
poop|pewp
parents|pezzas
profile|pf
page|pg
fear|ph33r
fear|ph34r
fail|phail
fail|phayl
fear|phear
freak|phreak
picture|pic
pictures|piccies
pictures|pics
filipino|pino
pictures|pix
pokemon|pkemon
please|pl0x
plate|pl8
please|ple's
please|pleaz
please|pleez
please|pleeze
please|pleze
please|pliz
please|plocks
please|plox
please|ploxxorz
please|pls
please|plse
please|plx
please|plz
penis|pns
penis|pnus
police|po
poop|poo
computer|pooter
police|popo
people|ppl
people|ppls
people|pplz
professional|pr0
porn|pr0n
porn|pr0nz
problem|prblm
period|prd
pregnant|preggers
pregnant|prego
perfect|prfct
porn|prn
principal|prncpl
princess|prncss
professional|pro
problem|prob
probably|probly
probably|probz
product|prod
probably|prolly
probably|prollz
promotions|promos
porn|pron
proxy|proxie
person|prsn
party|prty
private|prv
pervert|prvrt
preteen|pt33n
please-puh|leaze
pretty|purty
computer|puter
pervert|pvt
password|pwd
owned|pwn3d
owner|pwn3r
ownage|pwnage
owned|pwnd
owner|pwner
owned|pwnt
owns|pwnz
owner|pwnzor
power|pwor
peace|pz
puzzled|pzled
queer|q33r
cool|ql
cool|qool
cool|qoolz
cutie|qt
cutie|qte
retard|r-tard
rocks|r0x0rz
rate|r8
rape|r8p
rapist|r8pist
rate|r8t
rock|rawk
rocks|rawks
roar|rawr
rocks|rcks
received|rcvd
ready|rdy
reply|re
marijuana|reefer
really|rele
parents|rents
parents|rentz
representing|reppin
roger|rgr
right|rite
reject|rjct
really|rlly
really|rly
rules|rlz
realize|rlze
room|rm
remember|rmr
aren't|rnt
rocker|rockr
affirmative|rodger
affirmative|roger
steroids|roids
affirmative|roj
wrong|rong
rocks|rox
rock|roxor
rocks|roxorz
rock|roxxor
roleplay|rp
respawn|rsp
respect|rspct
retard|rtard
retry|rtry
right|ryt
right|ryte
suppose|s'pose
sex.|s3x
skater|s8ter
school|scool
money|scrilla
secret|scrt
scared|scurred
second|sec
sex|secks
sexy|secksea
sexy|secksy
said|sed
stye|see
sex|seks
selling|sellin
sexy|sexc
sexy|sexe
sexy|sexi
sexy|sexii
sex|sexx0rz
says|sez
safe|sfe
girl|shawty
should|shd
sexy|shexi
sexy|shexy
should|shld
sexy|shmexy
sure|sho
should|shud
sure|shure
shower|shwr
signature|sig
signature|siggy
sister|sis
sister|sista
skate|sk8
skater|sk8er
skating|sk8ing
skater|sk8r
skater|sk8ter
skater|sk8tr
schedule|sked
ejaculate|skeet
school|skewl
school|skhool
skills|skillz
school|skl
school|skool
school|skoul
skater|sktr
school|skwl
sleeping|sleepin
sleeping|sleepn
slang|slng
slow|slo
sleep|slp
someone|sm1
sexy|smexy
something|smthin
something|smthng
sometime|smtm
kiss|snog
kissed|snogged
something|som'm
someone|som1
someone|some1
so|soo
sorry|sorreh
sorry|sowi
sorry|sowwy
sorry|soz
speak|spk
exploits|sploits
exploits|sploitz
sperm|sprm
search|srch
seriously|srly
sorry|srry
serious|srs
seriously|srsly
service|srvis
sorry|sry
seriously|srzly
screenshot|ss
stoned|st1
state|st8
stuff|stff
something|sth
something|sthing
stupid|stoopid
stupid|stpd
straight|str8
stupid|stupd
suck|suk
sucker|suka
sucks|sukz
someone|sum1
something|sumfin
something|summin
someone|sumone
something|sumthin'
something|sumtin
super|supa
supposedly|supposably
sucks|sux
sucks|sux0rz
sucks|suxor
sucks|suxors
sucks|suxorz
sucks|suxx
sucks|suxxor
seven|svn
sweet|swt
sex|sx
sexy|sxc
sexy|sxcy
sexy|sxi
sex|sxs
sexy|sxy
sorry|sz
the|t3h
taste|t8st
that|taht
talking|talkin
retard|tard
that|tat
tattoo|tat2
the|teh
that|th@
the|tha
there|thar
that's|thatz
then|thn
think|thnk
thanks|thnx
though|tho
there|thr
therefore|thr4
through|thru
that|tht
thanks|thxx
tiger|tigger
until|til
is|tis
tickets|tix
thanks|tks
told|tld
talk|tlk
talking|tlkin
talking|tlkn
tomorrow|tmmrw
tomorrow|tmoro
tomorrow|tmoz
tomorrow|tmr
tomorrow|tmrrw
tomorrow|tmrw
tomorrow|tmrz
tomorrow|tmz
thanks|tnx
thanks|tnxz
tommorow|tomm
tommorrow|tomoro
tomorrow|tomoz
tonight|tonite
totally|totes
total|totl
transexual|trani
transexual|tranny
trouble|trble
tired|trd
translate|trnsl8
translator|trnsltr
true|tru
total|ttl
totally|ttlly
totally|ttly
tough|tuff
to|tuh
television|tv
vagina|twat
twitter|twttr
thanks|tx
thanks|txs
text|txt
texting|txting
time|tym
time|tyme
tired|tyred
you|u
you're|u'r
you've|u've
upload|u/l
username|u/n
super|ub3r
over|uber
unlucky|ul
unfortunately|un4rtun8ly
your|ur
yours|urs
youtube|utube
you've|uve
vagina|vag
vagina|vajayjay
video|vid
videos|vids
varsity|vrsty
very|vry
versus|vs
visit|vzit
verizon|vzn
whatever|w.e
whatever|w.e.
with|w/
whatever|w/e
weekend|w/end
whatever|w/eva
without|w/out
woohoo|w00t
word|w012d
weed|w33d
wait|w8
waiting|w8ing
waiter|w8ter
masturbater|wanker
masturbating|wanking
what|wat
whatever|watev
whatever|wateva
whatever|watevr
whatever|watevs
whats|wats
what's|wazz
drunk|wazzed
webcam|webby
welcome|welc
when|wen
works|werkz
whatever|wev
whatever|wevr
what|wha
thong|whaletail
whatever|whatev
whatever|whatevs
whenever|whenevs
whatever|whever
with|whit
friend|whodi
where|whr
what|wht
whatever|whteve
whatever|whtever
whatever|whtevr
whatever|whtvr
what|whut
with|wid
without|widout
with|wif
winner|winnar
without|wio
with|wit
with|wiv
week|wk
wicked|wkd
weekend|wkend
will|wl
welcome|wlc
welcome|wlcm
would|wld
walked|wlkd
when|wn
wanker|wnkr
want|wnt
woohoo|woot
what|wot
whatever|wotevs
wow|wowzers
was|woz
word|wrd
weirdo|wrdo
work|wrk
wrong|wrng
writing|wrtg
worthless|wrthls
whatever|wtv
whatever|wtva
whatever|wtvr
love|wub
would|wud
whatever|wudev
would|wuld
what|wut
whatever|wuteva
love|wuv
was|wuz
why|wy
whatever|w\e
extreme|xtreme
ex-boyfriend|xbf
except|xcept
except|xcpt
excellent|xellent
transfer|xfer
exgirlfriend|xgf
crossing|xing
exit|xit
excellent|xlnt
christmas|xmas
example|xmpl
hacker|xor
crossover|xover
experience|xp
expect|xpect
explained|xplaned
except|xpt
crossroads|xroads
excess|xs
ecstasy|xtc
extra|xtra
extreme|xtreme
why|y
you|y00
youtube|y2b
yeah|ya
cocaine|yayo
yeah|ye
yeah|yea
you're|yer
yes|yesh
you|yew
yeah|yh
you|yhew
young|yng
your|yo'
you|yooh
your|yor
year|yr
yearbook|yrbk
years|yrs
you|yu
you|yuo
yes|yup
your|yur
sex|zex
cigarette|zig
woohoo|zoot
